Code,Name,Market,Marcap
066900,디에이피,KOSDAQ,44579225880
092070,디엔에프,KOSDAQ,198225927540
039840,디오,KOSDAQ,229570139390
013570,디와이,KOSPI,132914146650
024900,디와이덕양,KOSPI,74248154400
219550,디와이디,KOSDAQ,40035392000
310870,디와이씨,KOSDAQ,27307197720
210540,디와이파워,KOSPI,149063058000
104460,디와이피엔에프,KOSDAQ,139890743300
079810,디이엔티,KOSDAQ,106456424830
113810,디젠스,KOSDAQ,27277050636
043360,디지아이,KOSDAQ,22095000000
197140,디지캡,KOSDAQ,31101438060
068930,디지털대성,KOSDAQ,216144421020
033130,디지틀조선,KOSDAQ,78684366040
105740,디케이락,KOSDAQ,105142424420
263020,디케이앤디,KOSDAQ,41785160920
290550,디케이티,KOSDAQ,139608585400
066670,디티씨,KOSDAQ,57197269080
187220,디티앤씨,KOSDAQ,26729977985
383930,디티앤씨알오,KOSDAQ,30298383360
131180,딜리,KOSDAQ,29320650000
315640,딥노이드,KOSDAQ,97222087920
317120,라닉스,KOSDAQ,32809000000
462510,라메디텍,KOSDAQ,56162916700
042510,라온시큐어,KOSDAQ,103984014720
232680,라온테크,KOSDAQ,188640221700
418420,라온텍,KOSDAQ,148586626500
300120,라온피플,KOSDAQ,42345824360
171120,라이온켐텍,KOSDAQ,75214187200
388790,라이콤,KOSDAQ,81114902050
214260,라파스,KOSDAQ,117151939190
171010,램테크놀러지,KOSDAQ,54406751360
084650,랩지노믹스,KOSDAQ,122718703470
217500,러셀,KOSDAQ,97662840000
038390,레드캡투어,KOSDAQ,188610872160
294140,레몬,KOSDAQ,179766840360
443250,레뷰코퍼레이션,KOSDAQ,114932199800
228670,레이,KOSDAQ,76840096250
228850,레이언스,KOSDAQ,82374384510
412350,레이저쎌,KOSDAQ,22523634588
199550,레이저옵텍,KOSDAQ,69669692880
281740,레이크머티리얼즈,KOSDAQ,953092946000
277810,레인보우로보틱스,KOSDAQ,10068526302000
215100,로보로보,KOSDAQ,170113075440
090360,로보스타,KOSDAQ,765375000000
108490,로보티즈,KOSDAQ,3948493848000
900260,로스웰,KOSDAQ,72726935480
033290,로젠,KOSDAQ,118489795110
067730,로지시스,KOSDAQ,24668501100
071280,로체시스템즈,KOSDAQ,129562227410
376900,로킷헬스케어,KOSDAQ,1036790571800
214610,롤링스톤,KOSDAQ,30179959200
032350,롯데관광개발,KOSPI,1678283112400
089860,롯데렌탈,KOSPI,1080204293000
000400,롯데손해보험,KOSPI,515468627520
023530,롯데쇼핑,KOSPI,2073565741500
020150,롯데에너지머티리얼즈,KOSPI,1780425742000
280360,롯데웰푸드,KOSPI,999311247600
286940,롯데이노베이트,KOSPI,315447301950
004000,롯데정밀화학,KOSPI,1166160000000
004990,롯데지주,KOSPI,2926967712300
005300,롯데칠성,KOSPI,1176562491200
011170,롯데케미칼,KOSPI,3139715754600
071840,롯데하이마트,KOSPI,170919834880
328130,루닛,KOSDAQ,1133698907500
038060,루멘스,KOSDAQ,34538003542
474170,루미르,KOSDAQ,222364846080
141080,리가켐바이오,KOSDAQ,5967485094000
058470,리노공업,KOSDAQ,4938527880000
016100,리더스코스메틱,KOSDAQ,32643427846
012700,리드코프,KOSDAQ,93090395200
302550,리메드,KOSDAQ,91494508840
491000,리브스메드,KOSDAQ,1404388217900
073570,리튬포어스,KOSDAQ,54288350182
377450,리파인,KOSDAQ,214892000000
277070,린드먼아시아,KOSDAQ,61887840000
042500,링네트,KOSDAQ,83257422840
193250,링크드,KOSDAQ,23640823158
474650,링크솔루션,KOSDAQ,384121385600
219420,링크제니시스,KOSDAQ,63885153990
439090,마녀공장,KOSDAQ,233297622400
027740,마니커,KOSPI,48840134332
195500,마니커에프앤지,KOSDAQ,44338950000
377480,마음AI,KOSDAQ,143983068750
305090,마이크로디지탈,KOSDAQ,186042572460
098120,마이크로컨텍솔,KOSDAQ,134417426220
424980,마이크로투나노,KOSDAQ,69014257400
038290,마크로젠,KOSDAQ,175630680000
001080,만호제강,KOSPI,171395000000
267980,매일유업,KOSDAQ,260180510100
005990,매일홀딩스,KOSDAQ,143222734080
093520,매커스,KOSDAQ,298841241200
088980,맥쿼리인프라,KOSPI,5359137101670
094800,맵스리얼티,KOSPI,480881834580
100590,머큐리,KOSDAQ,50814373830
067280,멀티캠퍼스,KOSDAQ,180174081600
072870,메가스터디,KOSDAQ,128388728430
215200,메가스터디교육,KOSDAQ,399579076800
133750,메가엠디,KOSDAQ,41126234289
446540,메가터치,KOSDAQ,74671745000
235980,메드팩토,KOSDAQ,223816540130
041920,메디아나,KOSDAQ,273207895870
014100,메디앙스,KOSDAQ,20248800000
054180,메디콕스,KOSDAQ,12686716395
086900,메디톡스,KOSDAQ,873630090900
078160,메디포스트,KOSDAQ,577875848220
408920,메쎄이상,KOSDAQ,136182233250
021880,메이슨캐피탈,KOSDAQ,51560811144
140410,메지온,KOSDAQ,2720606694400
241770,메카로,KOSDAQ,226276608000
090370,메타랩스,KOSPI,49809378000
059210,메타바이오메드,KOSDAQ,130076613630
118000,메타케어,KOSPI,51704986564
058110,멕아이씨에스,KOSDAQ,30030541630
072770,멤레이비티,KOSDAQ,70555956240
017180,명문제약,KOSPI,59656218678
009900,명신산업,KOSPI,480101716950
317450,명인제약,KOSPI,880380000000
012690,모나리자,KOSPI,74056791375
005360,모나미,KOSPI,36339521361
070960,모나용평,KOSPI,153545332270
434480,모니터랩,KOSDAQ,46717588500
080420,모다이노칩,KOSDAQ,167415406200
417970,모델솔루션,KOSDAQ,169832385000
080160,모두투어,KOSDAQ,195993000000
087260,모바일어플라이언스,KOSDAQ,66407836440
101330,모베이스,KOSDAQ,173139776920
012860,모베이스전자,KOSDAQ,320030207090
363260,모비데이즈,KOSDAQ,49403549184
348030,모비릭스,KOSDAQ,27082716000
250060,모비스,KOSDAQ,138497506770
288980,모아데이타,KOSDAQ,31273688610
142760,모아라이프플러스,KOSDAQ,64555624144
033200,모아텍,KOSDAQ,61265815875
333050,모코엠시스,KOSDAQ,30422070936
009680,모토닉,KOSPI,285549000000
118990,모트렉스,KOSDAQ,246133701000
463480,모티브링크,KOSDAQ,113991293600
006920,모헨즈,KOSDAQ,34070400000
009580,무림P&P,KOSPI,149995819220
001810,무림SP,KOSDAQ,32298612500
009200,무림페이퍼,KOSPI,79182516930
033920,무학,KOSPI,253365000000
008420,문배철강,KOSPI,41827150200
279600,미디어젠,KOSDAQ,28858250960
095500,미래나노텍,KOSDAQ,332117089290
254490,미래반도체,KOSDAQ,235339400000
025560,미래산업,KOSPI,55002164580
218150,미래생명자원,KOSDAQ,59716220850
007120,미래아이앤지,KOSPI,28214400016
100790,미래에셋벤처투자,KOSDAQ,655557983560
085620,미래에셋생명,KOSPI,1596686024780
006800,미래에셋증권,KOSPI,17437886320500
00680K,미래에셋증권2우B,KOSPI,1709847809820
049950,미래컴퍼니,KOSDAQ,137206275040
207760,미스터블루,KOSDAQ,106175962674
081660,미스토홀딩스,KOSPI,2626188164300
002840,미원상사,KOSPI,702050000000
268280,미원에스씨,KOSPI,681500000000
107590,미원홀딩스,KOSPI,154048000000
134380,미원화학,KOSPI,211569581600
003650,미창석유,KOSPI,210152377600
059090,미코,KOSDAQ,440433134040
201490,미투온,KOSDAQ,114567242150
475460,미트박스,KOSDAQ,46195195750
452200,민테크,KOSDAQ,57657339000
206640,바디텍메드,KOSDAQ,306969339200
018700,바른손,KOSDAQ,30519068833
035620,바른손이앤에이,KOSDAQ,26053886250
053030,바이넥스,KOSDAQ,459212841400
301300,바이브컴퍼니,KOSDAQ,41568889920
377740,바이오노트,KOSPI,530691449600
064550,바이오니아,KOSDAQ,311272109460
314930,바이오다인,KOSDAQ,372944210590
489460,바이오비쥬,KOSDAQ,159470958000
086820,바이오솔루션,KOSDAQ,188264953000
038460,바이오스마트,KOSDAQ,104526929810
251120,바이오에프디엔씨,KOSDAQ,131392027000
199730,바이오인프라,KOSDAQ,23519214445
086040,바이오톡스텍,KOSDAQ,42608519490
188040,바이오포트,KOSDAQ,34860844600
099430,바이오플러스,KOSDAQ,308203610000
032980,바이온,KOSDAQ,18354952980
308080,바이젠셀,KOSDAQ,184288347400
043150,바텍,KOSDAQ,282082321440
323990,박셀바이오,KOSDAQ,211641839500
003610,방림,KOSPI,219503782680
267790,배럴,KOSDAQ,27181707315
046310,백금T&A,KOSDAQ,72570393220
035150,백산,KOSPI,259247312870
331520,밸로프,KOSDAQ,28382329620
199480,뱅크웨어글로벌,KOSDAQ,54041916400
438700,버넥트,KOSDAQ,55111481050
066410,버킷스튜디오,KOSDAQ,159637252154
002410,범양건영,KOSPI,53173451700
382900,범한퓨얼셀,KOSDAQ,272905150000
206400,베노티앤알,KOSDAQ,62079311490
019010,베뉴지,KOSDAQ,153999000000
177350,베셀,KOSDAQ,23407636497
457600,벡트,KOSDAQ,32144087500
424760,벨로크,KOSDAQ,23813093668
007210,벽산,KOSPI,109784120000
250000,보라티알,KOSDAQ,52250673420
002760,보락,KOSPI,61577200000
003850,보령,KOSPI,738627852270
310210,보로노이,KOSDAQ,3623523637000
006910,보성파워텍,KOSDAQ,264318453120
000890,보해양조,KOSPI,57596093793
226340,본느,KOSDAQ,26052452820
003000,부광약품,KOSPI,379858983350
001270,부국증권,KOSPI,653302818000
026940,부국철강,KOSPI,40500000000
014470,부방,KOSDAQ,79329035460
011390,부산산업,KOSPI,81206400000
005030,부산주공,KOSPI,38288532168
008470,부스타,KOSDAQ,32820744000
338220,뷰노,KOSDAQ,283536915750
100120,뷰웍스,KOSDAQ,182145600000
406820,뷰티스킨,KOSDAQ,16769019800
099390,브레인즈컴퍼니,KOSDAQ,39892255380
064480,브리지텍,KOSDAQ,59403925000
365900,브이씨,KOSDAQ,20030222000
089970,브이엠,KOSDAQ,660336349750
251630,브이원텍,KOSDAQ,103150472420
018290,브이티,KOSDAQ,575492071860
478560,블랙야크아이앤씨,KOSDAQ,84981680420
006740,블루산업개발,KOSPI,46378128632
439580,블루엠텍,KOSDAQ,149263272270
033560,블루콤,KOSDAQ,50017500000
126340,비나텍,KOSDAQ,587852708400
121800,비덴트,KOSDAQ,256309348520
082800,비보존제약,KOSDAQ,206932270580
318410,비비씨,KOSDAQ,41108798200
002070,비비안,KOSPI,27027254046
100220,비상교육,KOSPI,63684030900
419540,비스토스,KOSDAQ,24073159017
146320,비씨엔씨,KOSDAQ,173667815110
200780,비씨월드제약,KOSDAQ,45565603200
413640,비아이매트릭스,KOSDAQ,64141766000
141000,비아트론,KOSDAQ,86377882300
090460,비에이치,KOSPI,558937300040
083650,비에이치아이,KOSDAQ,1760734937500
065170,비엘팜텍,KOSDAQ,16943720875
086670,비엠티,KOSDAQ,124073562500
230980,비유테크놀러지,KOSDAQ,21370407553
488900,비츠로넥스텍,KOSDAQ,554029590160
082920,비츠로셀,KOSDAQ,904069171380
054220,비츠로시스,KOSDAQ,23621513914
042370,비츠로테크,KOSDAQ,265668253500
050090,비케이홀딩스,KOSDAQ,18300879875
148780,비큐AI,KOSDAQ,39527276325
307870,비투엔,KOSDAQ,73443042063
377030,비트맥스,KOSDAQ,87438861840
032850,비트컴퓨터,KOSDAQ,76882730125
049470,비트플래닛,KOSDAQ,114663661052
238200,비피도,KOSDAQ,26094200000
093190,빅솔론,KOSDAQ,115433430000
065450,빅텍,KOSDAQ,111459392000
044480,빌리언스,KOSDAQ,22908498752
005180,빙그레,KOSPI,725277857700
069540,빛과전자,KOSDAQ,90631367358
072950,빛샘전자,KOSDAQ,46141455300
451250,삐아,KOSDAQ,93362257010
143240,사람인,KOSDAQ,149878566400
466410,사이냅소프트,KOSDAQ,63919821870
003960,사조대림,KOSPI,334503045500
008040,사조동아원,KOSPI,151024722000
007160,사조산업,KOSPI,269000000000
014710,사조씨푸드,KOSPI,157205297590
006090,사조오양,KOSPI,82825875810
223310,사토시홀딩스,KOSDAQ,55819794030
452430,사피엔반도체,KOSDAQ,278180857100
419120,산돌,KOSDAQ,60080022790
062040,산일전기,KOSPI,4405420440000
122350,삼기,KOSDAQ,69356025252
419050,삼기에너지솔루션즈,KOSDAQ,101637718480
014970,삼륭물산,KOSDAQ,106026250000
018310,삼목에스폼,KOSDAQ,281652000000
012210,삼미금속,KOSDAQ,182418338640
053700,삼보모터스,KOSDAQ,186220326600
009620,삼보산업,KOSDAQ,24251414680
023600,삼보판지,KOSDAQ,147916692000
001470,삼부토건,KOSPI,79699592928
028050,삼성E&A,KOSPI,5076400000000
006400,삼성SDI,KOSPI,23490681995000
006660,삼성공조,KOSPI,113280817160
028260,삼성물산,KOSPI,48613291584000
02826K,삼성물산우B,KOSPI,242005591000
207940,삼성바이오로직스,KOSPI,90961718715000
032830,삼성생명,KOSPI,32240000000000
018260,삼성에스디에스,KOSPI,13533377220000
0126Z0,삼성에피스홀딩스,KOSPI,17044888565000
009150,삼성전기,KOSPI,21623824992000
005930,삼성전자,KOSPI,851835896975800
001360,삼성제약,KOSPI,137005824945
010140,삼성중공업,KOSPI,26532000000000
016360,삼성증권,KOSPI,7358320000000
068290,삼성출판사,KOSPI,105300000000
029780,삼성카드,KOSPI,6071005888400
000810,삼성화재,KOSPI,21878304202500
006110,삼아알미늄,KOSPI,351614792400
009300,삼아제약,KOSDAQ,98034300000
0120G0,삼양바이오팜,KOSPI,440947091000
145990,삼양사,KOSPI,469261929500
003230,삼양식품,KOSPI,8979353880000
482630,삼양엔씨켐,KOSDAQ,294397366000
484590,삼양컴텍,KOSDAQ,576946300000
036670,삼양케이씨아이,KOSDAQ,69874000000
002170,삼양통상,KOSPI,165900000000
272550,삼양패키징,KOSPI,189711231540
000070,삼양홀딩스,KOSPI,452594035300
003720,삼영,KOSPI,194480000000
002810,삼영무역,KOSPI,284021660240
361670,삼영에스앤씨,KOSDAQ,20856981440
054540,삼영엠텍,KOSDAQ,205010000000
065570,삼영이엔씨,KOSDAQ,12295692232
005680,삼영전자,KOSPI,206600000000
023000,삼원강재,KOSPI,96200000000
004380,삼익THK,KOSPI,206172000000
002450,삼익악기,KOSPI,105740108720
014950,삼익제약,KOSDAQ,157014590560
032280,삼일,KOSDAQ,22196404710
002290,삼일기업공사,KOSDAQ,43214000000
004440,삼일씨엔에스,KOSPI,75118487300
000520,삼일제약,KOSPI,202818432850
009770,삼정펄프,KOSPI,75249127100
037460,삼지전자,KOSDAQ,268113316460
032750,삼진,KOSDAQ,32150794320
0013V0,삼진식품,KOSDAQ,102856462720
054090,삼진엘앤디,KOSDAQ,20266896384
005500,삼진제약,KOSPI,254012400000
000250,삼천당제약,KOSDAQ,5946469152000
004690,삼천리,KOSPI,497146065000
024950,삼천리자전거,KOSDAQ,54687137240
038500,삼표시멘트,KOSDAQ,509904545850
437730,삼현,KOSDAQ,2051479584900
017480,삼현철강,KOSDAQ,68543114850
010960,삼호개발,KOSPI,91776600000
046390,삼화네트웍스,KOSDAQ,48785414290
004450,삼화왕관,KOSPI,62692428900
009470,삼화전기,KOSPI,200398746000
011230,삼화전자,KOSPI,57689012850
001820,삼화콘덴서,KOSPI,302494500000
000390,삼화페인트,KOSPI,180358999470
027580,상보,KOSDAQ,46220578899
038540,상상인,KOSDAQ,98595053766
001290,상상인증권,KOSPI,69335756800
041650,상신브레이크,KOSPI,60442131750
091580,상신이디피,KOSDAQ,171934025100
263810,상신전자,KOSDAQ,50481695250
089980,상아프론테크,KOSDAQ,243832814250
042940,상지건설,KOSDAQ,73067218400
042600,새로닉스,KOSDAQ,158400568500
075180,새론오토모티브,KOSPI,62976000000
107600,새빗켐,KOSDAQ,161019544400
411080,샌즈랩,KOSDAQ,104888673060
252990,샘씨엔에스,KOSDAQ,382441812650
007540,샘표,KOSPI,138038400000
248170,샘표식품,KOSPI,137733822900
378800,샤페론,KOSDAQ,84994690978
294630,서남,KOSDAQ,68288766210
038070,서린바이오,KOSDAQ,59791441320
006730,서부T&D,KOSDAQ,886901768180
079650,서산,KOSDAQ,27380000000
100660,서암기계공업,KOSDAQ,65772000000
007860,서연,KOSPI,235033238440
200880,서연이화,KOSPI,380830677330
019770,서연탑메탈,KOSDAQ,44910750000
017390,서울가스,KOSPI,308000000000
043710,서울리거,KOSDAQ,68211257880
092190,서울바이오시스,KOSDAQ,121780556865
046890,서울반도체,KOSDAQ,349249346000
031210,서울보증보험,KOSPI,3239722147200
004410,서울식품,KOSPI,56575394720
063170,서울옥션,KOSDAQ,134906686530
027040,서울전자통신,KOSDAQ,13987358247
018680,서울제약,KOSDAQ,34511584240
036120,서울평가정보,KOSDAQ,68941000000
021050,서원,KOSPI,53361439160
093920,서원인텍,KOSDAQ,95418000000
189860,서전기전,KOSDAQ,38019217600
178320,서진시스템,KOSDAQ,1533721508550
122690,서진오토모티브,KOSDAQ,81348914655
140070,서플러스글로벌,KOSDAQ,76380220000
011370,서한,KOSDAQ,86668689035
065710,서호전기,KOSDAQ,272435000000
008490,서흥,KOSPI,230919495480
035890,서희건설,KOSDAQ,372979125711
357550,석경에이티,KOSDAQ,321845000000
003100,선광,KOSDAQ,125268000000
007610,선도전기,KOSPI,54000000000
067370,선바이오,KOSDAQ,66698745850
217620,선샤인푸드,KOSDAQ,26803681470
171090,선익시스템,KOSDAQ,435048432000
136490,선진,KOSPI,226857422160
086710,선진뷰티사이언스,KOSDAQ,113490504000
014620,성광벤드,KOSDAQ,767507819600
037350,성도이엔지,KOSDAQ,96378100000
014910,성문전자,KOSPI,60981574275
004980,성신양회,KOSPI,235354300800
011300,성안머티리얼스,KOSPI,56800451375
458650,성우,KOSDAQ,162493236000
081580,성우전자,KOSDAQ,38072491065
045300,성우테크론,KOSDAQ,32076831500
015750,성우하이텍,KOSDAQ,566400000000
365340,성일하이텍,KOSDAQ,548147980800
000180,성창기업지주,KOSPI,97652240000
080470,성창오토텍,KOSDAQ,33288000000
043260,성호전자,KOSDAQ,1055331606240
148150,세경하이테크,KOSDAQ,168650671410
002420,세기상사,KOSPI,30387035320
061090,세나테크놀로지,KOSDAQ,261127922000
188260,세니젠,KOSDAQ,13849748520
053060,세동,KOSDAQ,26203609796
340440,세림B&G,KOSDAQ,39048628864
017510,세명전기,KOSDAQ,139500900000
490470,세미파이브,KOSDAQ,851189266500
004360,세방,KOSPI,269530002300
004490,세방전지,KOSPI,886200000000
011560,세보엠이씨,KOSDAQ,144682200000
396300,세아메카닉스,KOSDAQ,67548225000
001430,세아베스틸지주,KOSPI,2409934396800
306200,세아제강,KOSPI,331279840000
003030,세아제강지주,KOSPI,495756342900
019440,세아특수강,KOSPI,154602800000
058650,세아홀딩스,KOSPI,583200000000
013000,세우글로벌,KOSPI,34015461735
100700,세운메디칼,KOSDAQ,102492000000
024830,세원물산,KOSDAQ,91349000000
021820,세원정공,KOSPI,117400000000
067830,세이브존I&C,KOSPI,120660231300
258830,세종메디칼,KOSDAQ,27103976612
036630,세종텔레콤,KOSDAQ,91000000000
039310,세중,KOSDAQ,24319277114
075580,세진중공업,KOSPI,1156886429600
067770,세진티에스,KOSDAQ,19102249075
053450,세코닉스,KOSDAQ,91419522540
222810,세토피아,KOSDAQ,81712098000
252500,세화피앤씨,KOSDAQ,33189112000
321370,센서뷰,KOSDAQ,108569792825
347000,센코,KOSDAQ,81482373130
331920,셀레믹스,KOSDAQ,21839095900
352770,셀레스트라,KOSDAQ,13610136750
471820,셀로맥스사이언스,KOSDAQ,72498330780
049180,셀루메드,KOSDAQ,81446367366
299660,셀리드,KOSDAQ,80395612325
108860,셀바스AI,KOSDAQ,319747705200
208370,셀바스헬스케어,KOSDAQ,153413761440
318160,셀바이오휴먼텍,KOSDAQ,71647011670
308430,셀비온,KOSDAQ,291275277000
068270,셀트리온,KOSPI,48617283974500
068760,셀트리온제약,KOSDAQ,2721383616000
068940,셀피글로벌,KOSDAQ,35720093048
007720,소노스퀘어,KOSDAQ,60984272250
290690,소룩스,KOSDAQ,213055661720
950200,소마젠,KOSDAQ,70115413185
032680,소프트센,KOSDAQ,28826278572
258790,소프트캠프,KOSDAQ,34562945772
066910,손오공,KOSDAQ,40159898400
215090,솔디펜스,KOSDAQ,71898327405
336370,솔루스첨단소재,KOSPI,508373570560
33637L,솔루스첨단소재2우B,KOSPI,13488516720
248070,솔루엠,KOSPI,716765377640
035610,솔본,KOSDAQ,97898669260
357780,솔브레인,KOSDAQ,2236337725000
036830,솔브레인홀딩스,KOSDAQ,799778736400
304100,솔트룩스,KOSDAQ,336255928500
328380,솔트웨어,KOSDAQ,27513010734
004430,송원산업,KOSPI,209280000000
086980,쇼박스,KOSDAQ,156281810000
017550,수산세보틱스,KOSPI,104955336660
050960,수산아이앤티,KOSDAQ,62041690000
126720,수산인더스트리,KOSPI,332863800000
084180,수성웹툰,KOSDAQ,48981306930
253840,수젠텍,KOSDAQ,97445424000
298830,슈어소프트테크,KOSDAQ,462416016350
236200,슈프리마,KOSDAQ,267430510050
094840,슈프리마에이치큐,KOSDAQ,70475483200
192440,슈피겐코리아,KOSDAQ,138314076750
424960,스마트레이더시스템,KOSDAQ,142596201500
099440,스맥,KOSDAQ,422426608860
053210,스카이라이프,KOSPI,225258806700
276040,스코넥,KOSDAQ,22235984380
060240,스타코링크,KOSDAQ,11502414560
115570,스타플렉스,KOSDAQ,23993446540
330730,스톤브릿지벤처스,KOSDAQ,96918855600
352090,스톰테크,KOSDAQ,92174383140
253450,스튜디오드래곤,KOSDAQ,1403731856600
408900,스튜디오미르,KOSDAQ,95406585780
204630,스튜디오산타클로스,KOSDAQ,23668225650
415380,스튜디오삼익,KOSDAQ,25517834250
026890,스틱인베스트먼트,KOSPI,396776226000
013810,스페코,KOSDAQ,36565397650
347700,스피어,KOSDAQ,803536240080
049830,승일,KOSDAQ,48382363680
020710,시공테크,KOSDAQ,78487802550
033170,시그네틱스,KOSDAQ,66868088820
048870,시너지이노베이션,KOSDAQ,201324410455
025320,시노펙스,KOSDAQ,501835883120
134790,시디즈,KOSPI,40300000000
340810,시선AI,KOSDAQ,31612840080
269620,시스웍,KOSDAQ,132090012299
056090,시지메드텍,KOSDAQ,142600728716
429270,시지트로닉스,KOSDAQ,26248370170
418250,시큐레터,KOSDAQ,47629012750
131090,시큐브,KOSDAQ,29600000000
462870,시프트업,KOSPI,2069546544000
016590,신대양제지,KOSPI,527498463800
290520,신도기연,KOSDAQ,29150732460
029530,신도리코,KOSPI,464689336900
004970,신라교역,KOSPI,143680000000
001000,신라섬유,KOSDAQ,52075323300
025870,신라에스지,KOSDAQ,22400000000
215600,신라젠,KOSDAQ,450993914540
065350,신성델타테크,KOSDAQ,1635294906000
416180,신성에스티,KOSDAQ,292888807200
011930,신성이엔지,KOSPI,332856460167
004170,신세계,KOSPI,2700650680000
035510,신세계I&C,KOSPI,219220512000
031430,신세계인터내셔날,KOSPI,373928940000
031440,신세계푸드,KOSPI,182006560000
006880,신송홀딩스,KOSPI,79726502920
162300,신스틸,KOSDAQ,71164891512
290560,신시웨이,KOSDAQ,31494180900
002800,신신제약,KOSDAQ,87837195000
005800,신영와코루,KOSPI,133020000000
001720,신영증권,KOSPI,2480796000000
009270,신원,KOSPI,166187529064
017000,신원종합개발,KOSDAQ,36579264645
002700,신일전자,KOSPI,92574919863
012790,신일제약,KOSDAQ,70839712650
138070,신진에스엠,KOSDAQ,35181440040
226330,신테카바이오,KOSDAQ,94001590625
002870,신풍,KOSPI,36881428500
019170,신풍제약,KOSPI,683506371000
055550,신한지주,KOSPI,38548297759600
056700,신화인터텍,KOSDAQ,51452570706
187270,신화콘텍,KOSDAQ,37481507275
004080,신흥,KOSPI,131480000000
243840,신흥에스이씨,KOSDAQ,199346074950
257720,실리콘투,KOSDAQ,2630392044000
222800,심텍,KOSDAQ,1941795336000
036710,심텍홀딩스,KOSDAQ,131012829920
444530,심플랫폼,KOSDAQ,51063155170
234030,싸이닉솔루션,KOSDAQ,267916750000
160980,싸이맥스,KOSDAQ,155233493030
356890,싸이버원,KOSDAQ,47217608750
217330,싸이토젠,KOSDAQ,180873057540
004770,써니전자,KOSPI,55391603280
208640,썸에이지,KOSDAQ,42746757978
222420,쎄노텍,KOSDAQ,37913832654
037760,쎄니트,KOSDAQ,60696260274
081180,쎄크,KOSDAQ,141208560000
099320,쎄트렉아이,KOSDAQ,1374385389000
049960,쎌바이오텍,KOSDAQ,123516000000
088280,쏘닉스,KOSDAQ,30303663990
403550,쏘카,KOSPI,388191281640
050890,쏠리드,KOSDAQ,440484871500
394800,쓰리빌리언,KOSDAQ,498655173200
177900,쓰리에이로직스,KOSDAQ,59425760000
475400,씨메스,KOSDAQ,425355413700
109670,씨싸이트,KOSDAQ,33093533340
066790,씨씨에스,KOSDAQ,97271994227
222080,씨아이에스,KOSDAQ,517617602910
004920,씨아이테크,KOSPI,60424291776
352480,씨앤씨인터내셔널,KOSDAQ,424571416150
264660,씨앤지하이테크,KOSDAQ,153788941040
352700,씨앤투스,KOSDAQ,58860253760
458870,씨어스테크놀로지,KOSDAQ,1669362984000
297090,씨에스베어링,KOSDAQ,162256500000
112610,씨에스윈드,KOSPI,1739570373750
900120,씨엑스아이,KOSDAQ,14998834216
359090,씨엔알리서치,KOSDAQ,50689172394
115530,씨엔플러스,KOSDAQ,22699642000
388210,씨엠티엑스,KOSDAQ,1023704755200
115480,씨유메디칼,KOSDAQ,35040994524
376290,씨유테크,KOSDAQ,51913050000
189330,씨이랩,KOSDAQ,40719112560
096530,씨젠,KOSDAQ,1261257755100
480370,씨케이솔루션,KOSPI,86166704680
101240,씨큐브,KOSDAQ,43771401700
060590,씨티씨바이오,KOSDAQ,105671057400
308170,씨티알모빌리티,KOSPI,71204700000
260930,씨티케이,KOSDAQ,81234682200
413630,씨피시스템,KOSDAQ,160685520660
013990,아가방컴퍼니,KOSDAQ,142731906240
123860,아나패스,KOSDAQ,199672645050
025980,아난티,KOSDAQ,737709385440
008700,아남전자,KOSPI,109285869940
0015N0,아로마티카,KOSDAQ,117232761000
125210,아모그린텍,KOSDAQ,99310675800
090430,아모레퍼시픽,KOSPI,7007432528200
002790,아모레퍼시픽홀딩스,KOSPI,2065912680000
00279K,아모레퍼시픽홀딩스3우C,KOSPI,150354640000
357580,아모센스,KOSDAQ,90935192920
052710,아모텍,KOSDAQ,150827924880
074430,아미노로직스,KOSDAQ,147724751608
092040,아미코젠,KOSDAQ,86325790137
083930,아바코,KOSDAQ,185080109890
149950,아바텍,KOSDAQ,123009327000
036010,아비코전자,KOSDAQ,103817814540
002030,아세아,KOSPI,612466893000
183190,아세아시멘트,KOSPI,439069853620
002310,아세아제지,KOSPI,301999524600
050860,아세아텍,KOSDAQ,42277500000
012170,아센디오,KOSPI,19692348573
136410,아셈스,KOSDAQ,104020360640
246720,아스타,KOSDAQ,119319200000
450950,아스테라시스,KOSDAQ,468463579080
067390,아스트,KOSDAQ,240281917084
159010,아스플로,KOSDAQ,68140516290
127710,아시아경제,KOSDAQ,39336900414
267850,아시아나IDT,KOSPI,121545000000
020560,아시아나항공,KOSPI,1575828939150
154030,아시아종묘,KOSDAQ,24123734000
227610,아우딘퓨쳐스,KOSDAQ,28137707468
331740,아우토크립트,KOSDAQ,172406030340
143160,아이디스,KOSDAQ,191609053200
054800,아이디스홀딩스,KOSDAQ,118171373520
332370,아이디피,KOSDAQ,66368630000
066430,아이로보틱스,KOSDAQ,81047695320
122900,아이마켓코리아,KOSPI,254727760800
339950,아이비김영,KOSDAQ,86117790980
469750,아이비젼웍스,KOSDAQ,46722988236
460470,아이빔테크놀로지,KOSDAQ,45290610000
099190,아이센스,KOSDAQ,417983999640
461300,아이스크림미디어,KOSDAQ,192834528500
289010,아이스크림에듀,KOSDAQ,23316468032
214430,아이쓰리시스템,KOSDAQ,677378830500
040910,아이씨디,KOSDAQ,71603830125
368600,아이씨에이치,KOSDAQ,16486045240
456010,아이씨티케이,KOSDAQ,212837384740
